,area,baths,beds,parking,date,price,property_type,agent_name,school_list,agent_low_price,village_name,number,clean_price,price_k,price_per_m^2
2406,300.0,1.0,3.0,4.0,Organise an inspection,"$1,080,000",New House & Land,Peter Finocchio,"[{""school_name"": ""Vale Park Primary School"", ""school_distance"": ""0.5 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/vale-park-primary-school-sa-5081-7456""}, {""school_name"": ""Charles Campbell College"", ""school_distance"": ""4.1 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/charles-campbell-college-sa-5075-6806""}, {""school_name"": ""Marden Senior College"", ""school_distance"": ""0.6 km"", ""school_types"": ""U, 11-12"", ""href"": ""https://www.domain.com.au/school-catchment/marden-senior-college-sa-5070-7172""}]",1000000,VALE PARK,5081,1080000.0,1080.0,3.6
2409,418.0,2.0,5.0,4.0,Organise an inspection,"$1,035,000",New House & Land,Jason Loizou,"[{""school_name"": ""Hampstead Primary School"", ""school_distance"": ""0.4 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/hampstead-primary-school-sa-5086-7079""}, {""school_name"": ""Roma Mitchell Secondary College"", ""school_distance"": ""3.6 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/roma-mitchell-secondary-college-sa-5094-6893""}, {""school_name"": ""St Martin's Catholic Primary School"", ""school_distance"": ""0.8 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/schools/st-martins-parish-primary-school-sa-5086-7395""}]",1000000,HAMPSTEAD GARDENS,5086,1035000.0,1035.0,2.4760765550239237
2449,690.0,2.0,4.0,2.0,"Wednesday, 5:00pm","Auction $1,200,000",House,Julian Rullo,"[{""school_name"": ""Charles Campbell College"", ""school_distance"": ""1.2 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/charles-campbell-college-sa-5075-6806""}, {""school_name"": ""Thorndon Park Primary School"", ""school_distance"": ""1.3 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/thorndon-park-primary-school-sa-5076-7442""}, {""school_name"": ""Adelaide East Education Centre"", ""school_distance"": ""1.3 km"", ""school_types"": ""U"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-east-education-centre-sa-5075-49559""}]",1100000,NEWTON,5074,1200000.0,1200.0,1.7391304347826086
2458,520.0,1.0,3.0,3.0,Organise an inspection,$1.2m,House,Lincoln Marshall,"[{""school_name"": ""East Adelaide School"", ""school_distance"": ""0.8 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/east-adelaide-school-sa-5069-6815""}, {""school_name"": ""Walkerville Primary School"", ""school_distance"": ""1.3 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/walkerville-primary-school-sa-5081-6833""}, {""school_name"": ""Marryatville High School"", ""school_distance"": ""3.8 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/marryatville-high-school-sa-5068-6807""}]",1100000,ROYSTON PARK,5070,1200000.0,1200.0,2.3076923076923075
2460,378.0,2.0,3.0,1.0,"Thursday, 1:30pm",$1.150m,House,Tom Hector,"[{""school_name"": ""East Torrens Primary School"", ""school_distance"": ""0.8 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/east-torrens-primary-school-sa-5073-7002""}, {""school_name"": ""Norwood Morialta High School - Middle Campus - Morialta"", ""school_distance"": ""1.8 km"", ""school_types"": "",Government"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-sa-5073-10828""}, {""school_name"": ""Norwood Morialta High School - Senior Campus"", ""school_distance"": ""2.7 km"", ""school_types"": "",Government"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-senior-campus-sa-5072-50490""}]",1100000,HECTORVILLE,5073,1150000.0,1150.0,3.0423280423280423
2464,765.0,2.0,3.0,2.0,"Wednesday, 5:00pm",$1.2M,House,William Csorba,"[{""school_name"": ""East Torrens Primary School"", ""school_distance"": ""1 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/east-torrens-primary-school-sa-5073-7002""}, {""school_name"": ""Norwood Morialta High School - Middle Campus - Morialta"", ""school_distance"": ""1.8 km"", ""school_types"": "",Government"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-sa-5073-10828""}, {""school_name"": ""Norwood Morialta High School - Senior Campus"", ""school_distance"": ""2.7 km"", ""school_types"": "",Government"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-senior-campus-sa-5072-50490""}]",1100000,HECTORVILLE,5073,1200000.0,1200.0,1.5686274509803921
2469,616.0,2.0,5.0,2.0,Organise an inspection,"$1,200,000 - $1,300,000",House,Paul Bateman,"[{""school_name"": ""Northfield Primary School"", ""school_distance"": ""1.2 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/northfield-primary-school-sa-5085-7245""}, {""school_name"": ""Roma Mitchell Secondary College"", ""school_distance"": ""1.6 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/roma-mitchell-secondary-college-sa-5094-6893""}, {""school_name"": ""Cedar College"", ""school_distance"": ""0.5 km"", ""school_types"": ""R-12"", ""href"": ""https://www.domain.com.au/schools/cedar-college-sa-5085-6963""}]",1100000,NORTHGATE,5085,1250000.0,1250.0,2.029220779220779
2514,345.0,3.0,4.0,2.0,Organise an inspection,"$1,250,000 - $1,300,000",House,Bradley Foster,"[{""school_name"": ""East Torrens Primary School"", ""school_distance"": ""1.1 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/east-torrens-primary-school-sa-5073-7002""}, {""school_name"": ""Norwood Morialta High School - Middle Campus - Morialta"", ""school_distance"": ""1.8 km"", ""school_types"": "",Government"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-sa-5073-10828""}, {""school_name"": ""Norwood Morialta High School - Senior Campus"", ""school_distance"": ""2.6 km"", ""school_types"": "",Government"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-senior-campus-sa-5072-50490""}]",1200000,TRANMERE,5073,1275000.0,1275.0,3.6956521739130435
2517,343.0,2.0,4.0,2.0,Organise an inspection,"$1,300,000 - $1,375,000",House,Richard Colley,"[{""school_name"": ""Walkerville Primary School"", ""school_distance"": ""0.5 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/walkerville-primary-school-sa-5081-6833""}, {""school_name"": ""Adelaide Botanic High School"", ""school_distance"": ""2 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-botanic-high-school-sa-5000-52576""}, {""school_name"": ""Adelaide High School"", ""school_distance"": ""3.6 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-high-school-sa-5000-6804""}]",1200000,GILBERTON,5081,1337500.0,1337.5,3.8994169096209914
2518,311.0,1.0,3.0,4.0,Organise an inspection,"$1,300,000-$1,350,000",House,Kevin Xu,"[{""school_name"": ""Magill School"", ""school_distance"": ""0.5 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/magill-primary-school-sa-5072-7165""}, {""school_name"": ""Norwood Morialta High School - Senior Campus"", ""school_distance"": ""0.8 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-senior-campus-sa-5072-50490""}, {""school_name"": ""Norwood International High School"", ""school_distance"": ""0.8 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-sa-5072-49470""}]",1200000,MAGILL,5072,1325000.0,1325.0,4.260450160771704
2519,811.0,3.0,5.0,4.0,Organise an inspection,$1.299m - $1.428m,House,Mark Bressington,"[{""school_name"": ""Magill School"", ""school_distance"": ""0.6 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/magill-primary-school-sa-5072-7165""}, {""school_name"": ""Norwood International High School"", ""school_distance"": ""0.9 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-sa-5072-49470""}, {""school_name"": ""Norwood Morialta High School - Senior Campus"", ""school_distance"": ""1 km"", ""school_types"": "",Government"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-senior-campus-sa-5072-50490""}]",1200000,MAGILL,5072,1363500.0,1363.5,1.6812577065351417
2521,308.0,2.0,4.0,4.0,"Saturday, 12:00pm",$1.3m,House,Judy Morris,"[{""school_name"": ""Vale Park Primary School"", ""school_distance"": ""0.3 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/vale-park-primary-school-sa-5081-7456""}, {""school_name"": ""Norwood Morialta High School - Middle Campus - Morialta"", ""school_distance"": ""5.3 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-sa-5073-10828""}, {""school_name"": ""Marryatville High School"", ""school_distance"": ""5.3 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/marryatville-high-school-sa-5068-6807""}]",1200000,VALE PARK,5081,1300000.0,1300.0,4.220779220779221
2524,495.0,1.0,1.0,2.0,"Saturday, 11:30am",$1.25m,House,Scott Moon,"[{""school_name"": ""Trinity Gardens School"", ""school_distance"": ""0.7 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/trinity-gardens-primary-school-sa-5068-6865""}, {""school_name"": ""Norwood Morialta High School - Senior Campus"", ""school_distance"": ""2.5 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-senior-campus-sa-5072-50490""}, {""school_name"": ""Norwood International High School"", ""school_distance"": ""2.6 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-sa-5072-49470""}]",1200000,PAYNEHAM SOUTH,5070,1250000.0,1250.0,2.525252525252525
2528,495.0,1.0,2.0,2.0,Organise an inspection,$1.25m,Penthouse,Christopher Crosby,"[{""school_name"": ""Adelaide Botanic High School"", ""school_distance"": ""4.8 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-botanic-high-school-sa-5000-52576""}, {""school_name"": ""Adelaide High School"", ""school_distance"": ""5.3 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-high-school-sa-5000-6804""}, {""school_name"": ""Prospect Primary School"", ""school_distance"": ""0.9 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/prospect-primary-school-sa-5082-6864""}]",1200000,PROSPECT,5082,1250000.0,1250.0,2.525252525252525
2558,340.0,3.0,4.0,2.0,Organise an inspection,"$1,350,000",House,Peggie Sim,"[{""school_name"": ""Norwood Morialta High School - Middle Campus - Morialta"", ""school_distance"": ""0.8 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-sa-5073-10828""}, {""school_name"": ""East Torrens Primary School"", ""school_distance"": ""1.5 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/east-torrens-primary-school-sa-5073-7002""}, {""school_name"": ""Norwood Morialta High School - Senior Campus"", ""school_distance"": ""1.7 km"", ""school_types"": "",Government"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-senior-campus-sa-5072-50490""}]",1300000,MAGILL,5072,1350000.0,1350.0,3.9705882352941178
2607,348.0,3.0,4.0,2.0,Organise an inspection,$1.5M,House,Bevan Bruse,"[{""school_name"": ""Magill School"", ""school_distance"": ""0.8 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/magill-primary-school-sa-5072-7165""}, {""school_name"": ""Norwood Morialta High School - Senior Campus"", ""school_distance"": ""1 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-senior-campus-sa-5072-50490""}, {""school_name"": ""Norwood International High School"", ""school_distance"": ""1 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-sa-5072-49470""}]",1400000,MAGILL,5072,1500000.0,1500.0,4.310344827586207
2643,70.0,2.0,5.0,5.0,Organise an inspection,"$1,700,000-$1,850,000",House,Alexander Parzis,"[{""school_name"": ""Norton Summit Primary School"", ""school_distance"": ""2.7 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/norton-summit-primary-school-sa-5136-7246""}, {""school_name"": ""Norwood Morialta High School - Middle Campus - Morialta"", ""school_distance"": ""2.8 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-sa-5073-10828""}, {""school_name"": ""Norwood International High School"", ""school_distance"": ""3 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-sa-5072-49470""}]",1600000,TERINGIE,5072,1775000.0,1775.0,25.357142857142858
2653,740.0,3.0,6.0,2.0,Organise an inspection,"$1,650,000 to $1,750,000",House,Aidan Anthony,"[{""school_name"": ""Vale Park Primary School"", ""school_distance"": ""0.3 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/vale-park-primary-school-sa-5081-7456""}, {""school_name"": ""Charles Campbell College"", ""school_distance"": ""4.2 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/charles-campbell-college-sa-5075-6806""}, {""school_name"": ""Marden Senior College"", ""school_distance"": ""0.8 km"", ""school_types"": ""U, 11-12"", ""href"": ""https://www.domain.com.au/school-catchment/marden-senior-college-sa-5070-7172""}]",1600000,VALE PARK,5081,1700000.0,1700.0,2.2972972972972974
2655,606.0,2.0,3.0,2.0,Organise an inspection,"$1,685,000 to $1,725,000",Vacant land,Matthew Paternoster,"[{""school_name"": ""Walkerville Primary School"", ""school_distance"": ""0.7 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/walkerville-primary-school-sa-5081-6833""}, {""school_name"": ""Adelaide Botanic High School"", ""school_distance"": ""3.2 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-botanic-high-school-sa-5000-52576""}, {""school_name"": ""Adelaide High School"", ""school_distance"": ""4.9 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-high-school-sa-5000-6804""}]",1600000,WALKERVILLE,5081,1705000.0,1705.0,2.8135313531353137
2656,404.0,2.0,5.0,3.0,"Saturday, 12:40pm","$1,650,000-1,700,000",House,Mannas Chan,"[{""school_name"": ""Athelstone School"", ""school_distance"": ""0.4 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/athelstone-junior-primary-school-sa-5076-6917""}, {""school_name"": ""Charles Campbell College"", ""school_distance"": ""2.9 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/charles-campbell-college-sa-5075-6806""}, {""school_name"": ""Adelaide East Education Centre"", ""school_distance"": ""2.9 km"", ""school_types"": ""U"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-east-education-centre-sa-5075-49559""}]",1600000,ATHELSTONE,5076,1650000.0,1650.0,4.084158415841584
2676,488.0,3.0,3.0,2.0,Organise an inspection,"$1,800,000 - $1,900,000",House,Kiet Duong,"[{""school_name"": ""East Adelaide School"", ""school_distance"": ""0.9 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/east-adelaide-school-sa-5069-6815""}, {""school_name"": ""Marryatville High School"", ""school_distance"": ""3.7 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/marryatville-high-school-sa-5068-6807""}, {""school_name"": ""Norwood Morialta High School - Middle Campus - Morialta"", ""school_distance"": ""4.2 km"", ""school_types"": "",Government"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-sa-5073-10828""}]",1700000,ROYSTON PARK,5070,1850000.0,1850.0,3.790983606557377
